GB	GBold
GB53842	NULL
GB53843	NULL
GB53845	NULL
GB53846	GB18126
GB53847	GB13754
GB53848	GB13754
GB53849	GB14219
GB53850	GB14219
GB53852	GB15858
GB53853	GB18828
GB53854	NULL
GB53856	NULL
GB53857	GB14129
GB53858	GB18828
GB53859	GB13475
GB53860	GB10220
GB53861	GB14342
GB53862	GB17250
GB53863	NULL
GB53864	NULL
GB53865	GB15898
GB53866	NULL
GB53867	GB12880
GB53868	NULL
GB53869	NULL
GB53870	NULL
GB53871	NULL
GB53872	GB12340
GB53873	GB12096
GB53874	NULL
GB53875	NULL
GB53876	GB10723
GB53877	NULL
GB53880	NULL
GB53881	NULL
GB53882	GB20011
GB53885	GB10225
GB53886	NULL
GB53887	NULL
GB53888	NULL
GB53892	NULL
GB53895	NULL
GB53896	GB16616
GB53897	GB17246
GB53899	NULL
GB53904	NULL
GB53908	NULL
GB53909	GB15157
GB53910	GB18425
GB53911	GB18334
GB53912	GB18047
GB53914	NULL
GB53915	GB10769
GB53916	GB19077
GB53917	NULL
GB53918	GB18574
GB53919	NULL
GB53920	GB14696
GB53921	GB14696
GB53922	NULL
GB53923	NULL
GB53925	NULL
GB53926	NULL
GB53927	GB19835
GB53928	NULL
GB53929	GB14694
GB53930	NULL
GB53931	GB19669
GB53932	GB17110
GB53933	GB17692
GB53934	GB16198
GB53935	GB14993
GB53936	GB14910
GB53937	GB15239
GB53938	GB15239
GB53939	GB15882
GB53940	NULL
GB53941	GB18034
GB53942	NULL
GB53943	GB13589
GB53944	GB17907
GB53945	GB16109
GB53946	NULL
GB53947	GB19060
GB53948	GB19060
GB53949	GB11659
GB53950	GB17835
GB53951	GB17245
GB53952	NULL
GB53953	GB17734
GB53954	NULL
GB53955	GB20078
GB53956	NULL
GB53957	GB17800
GB53958	GB16585
GB53959	GB12804
GB53960	GB17200
GB53961	NULL
GB53962	GB18733
GB53963	GB14132
GB53964	NULL
GB53965	NULL
GB53966	NULL
GB53967	GB18235
GB53968	GB18235
GB53969	NULL
GB53970	GB15509
GB53971	GB17963
GB53972	NULL
GB53973	NULL
GB53974	GB15508
GB53975	GB15803
GB53976	GB14323
GB53977	NULL
GB53978	NULL
GB53979	GB18106
GB53986	GB12522
GB53988	NULL
GB53989	GB17597
GB53990	GB17597
GB53991	NULL
GB53992	NULL
GB53993	NULL
GB53994	NULL
GB53995	GB17597
GB53996	GB17597
GB53997	NULL
GB53998	NULL
GB53999	NULL
GB54000	NULL
GB54001	NULL
GB54002	NULL
GB54003	NULL
GB54004	NULL
GB54005	GB13720
GB54006	NULL
GB54007	NULL
GB54008	NULL
GB54009	NULL
GB54010	NULL
GB54011	NULL
GB54012	NULL
GB54013	NULL
GB54015	NULL
GB54016	GB15181
GB54017	NULL
GB54018	NULL
GB54019	NULL
GB54020	GB10088
GB54021	NULL
GB54022	NULL
GB54023	NULL
GB54024	NULL
GB54025	NULL
GB54030	GB16706
GB54031	NULL
GB54032	GB19326
GB54033	GB14340
GB54035	GB13384
GB54036	NULL
GB54037	NULL
GB54038	GB18263
GB54039	NULL
GB54040	GB18263
GB54041	GB18263
GB54042	GB13809
GB54043	NULL
GB54044	GB19395
GB54045	NULL
GB54046	NULL
GB54047	GB11479
GB54048	NULL
GB54049	GB11201
GB54050	GB14557
GB54051	NULL
GB54052	GB11376
GB54053	GB17081
GB54054	GB17081
GB54055	GB17081
GB54056	GB14485
GB54057	GB12708
GB54058	NULL
GB54059	NULL
GB54060	NULL
GB54061	NULL
GB54062	NULL
GB54063	NULL
GB54065	NULL
GB54066	NULL
GB54067	NULL
GB54069	NULL
GB54070	NULL
GB54072	NULL
GB54073	NULL
GB54076	GB18562
GB54078	NULL
GB54083	GB19818
GB54084	GB11228
GB54085	NULL
GB54086	NULL
GB54087	GB10914
GB54088	NULL
GB54089	GB16019
GB54090	NULL
GB54091	GB12516
GB54092	GB18685
GB54093	NULL
GB54094	NULL
GB54095	NULL
GB54097	GB15139
GB54098	NULL
GB54099	NULL
GB54100	GB17373
GB54101	GB17164
GB54102	NULL
GB54103	NULL
GB54104	NULL
GB54105	NULL
GB54107	NULL
GB54108	GB14599
GB54109	GB18544
GB54110	NULL
GB54111	GB16026
GB54112	GB17443
GB54113	GB11640
GB54114	GB10400
GB54115	NULL
GB54116	GB15446
GB54117	GB15446
GB54118	NULL
GB54119	GB18493
GB54120	NULL
GB54121	NULL
GB54123	GB18222
GB54124	GB18995
GB54125	NULL
GB54126	GB18644
GB54127	GB18644
GB54128	NULL
GB54129	GB17060
GB54130	GB12432
GB54131	NULL
GB54132	GB10597
GB54133	NULL
GB54134	GB10145
GB54135	GB16165
GB54136	GB16165
GB54137	NULL
GB54139	GB10971
GB54140	GB12246
GB54141	GB10767
GB54142	NULL
GB54143	GB17897
GB54144	GB11682
GB54145	GB10227
GB54146	GB17553
GB54147	GB10935
GB54148	NULL
GB54149	GB17183
GB54150	GB17183
GB54151	GB10519
GB54152	GB10519
GB54153	NULL
GB54154	NULL
GB54155	NULL
GB54156	GB13995
GB54158	GB10317
GB54159	GB16386
GB54160	NULL
GB54161	NULL
GB54162	NULL
GB54163	GB15993
GB54164	GB15993
GB54165	GB17079
GB54166	GB19369
GB54167	GB11148
GB54168	GB16096
GB54169	GB17939
GB54170	GB16387
GB54172	GB11808
GB54173	NULL
GB54174	GB13204
GB54175	NULL
GB54176	GB14686
GB54177	GB16308
GB54178	NULL
GB54179	NULL
GB54180	GB15469
GB54181	GB15307
GB54182	GB18019
GB54183	GB18934
GB54184	NULL
GB54185	NULL
GB54186	GB13178
GB54187	GB11026
GB54188	NULL
GB54189	GB14362
GB54190	GB17168
GB54191	GB18392
GB54192	GB17286
GB54193	GB14780
GB54194	GB15628
GB54195	GB13807
GB54197	GB19199
GB54198	GB19199
GB54199	GB14197
GB54200	GB14197
GB54201	NULL
GB54202	NULL
GB54203	GB10704
GB54204	GB10293
GB54205	GB10193
GB54206	NULL
GB54207	GB16509
GB54208	GB18692
GB54209	GB15862
GB54210	GB15339
GB54211	GB15202
GB54212	NULL
GB54213	GB14481
GB54214	GB14017
GB54215	GB15152
GB54216	GB10992
GB54217	GB19162
GB54218	GB19897
GB54219	NULL
GB54220	GB19095
GB54221	GB17338
GB54222	GB10732
GB54223	NULL
GB54224	NULL
GB54225	NULL
GB54226	GB18229
GB54227	GB19654
GB54228	GB12173
GB54229	NULL
GB54230	GB13363
GB54231	GB14136
GB54232	NULL
GB54233	NULL
GB54234	NULL
GB54235	GB16789
GB54236	GB16789
GB54237	GB14732
GB54238	NULL
GB54239	GB11661
GB54240	NULL
GB54241	GB14637
GB54242	NULL
GB54243	GB16229
GB54244	GB10005
GB54245	GB19649
GB54246	GB19649
GB54247	NULL
GB54248	NULL
GB54250	NULL
GB54251	GB19119
GB54252	GB13734
GB54253	GB17894
GB54254	GB18522
GB54255	GB13031
GB54256	NULL
GB54257	NULL
GB54258	NULL
GB54259	GB12793
GB54260	GB15468
GB54261	GB19798
GB54262	GB19798
GB54263	GB10092
GB54264	GB13840
GB54266	GB13434
GB54267	GB12169
GB54268	GB15603
GB54269	GB13954
GB54270	GB13954
GB54271	GB13954
GB54272	GB13430
GB54273	GB13430
GB54274	NULL
GB54275	NULL
GB54276	NULL
GB54277	NULL
GB54279	GB10763
GB54280	GB13993
GB54281	GB14637
GB54282	NULL
GB54283	GB11171
GB54284	NULL
GB54286	GB19880
GB54287	GB12756
GB54288	GB11086
GB54289	NULL
GB54291	GB18776
GB54292	NULL
GB54293	NULL
GB54294	GB15691
GB54295	GB13525
GB54296	GB19983
GB54297	GB16114
GB54298	GB12528
GB54299	GB18740
GB54300	GB11165
GB54301	GB15252
GB54302	GB19038
GB54303	NULL
GB54304	GB17221
GB54305	NULL
GB54306	NULL
GB54307	NULL
GB54308	NULL
GB54309	NULL
GB54310	NULL
GB54311	GB18793
GB54312	GB18793
GB54313	GB13155
GB54314	GB11454
GB54315	GB17163
GB54316	GB19289
GB54317	NULL
GB54319	GB12785
GB54320	NULL
GB54321	GB11557
GB54322	NULL
GB54323	NULL
GB54325	GB13414
GB54326	NULL
GB54327	NULL
GB54328	GB13757
GB54329	NULL
GB54330	GB13085
GB54331	GB19923
GB54332	GB14173
GB54333	GB14173
GB54334	NULL
GB54335	NULL
GB54336	GB20056
GB54337	GB17184
GB54338	GB19492
GB54339	GB12453
GB54340	GB19538
GB54341	GB10874
GB54342	GB11621
GB54343	GB14205
GB54344	GB11850
GB54345	GB16679
GB54346	GB16679
GB54347	GB20128
GB54348	GB17436
GB54349	GB16502
GB54350	GB16502
GB54351	GB17530
GB54352	NULL
GB54353	GB11893
GB54354	GB18116
GB54355	GB18446
GB54356	NULL
GB54357	NULL
GB54358	NULL
GB54359	GB10348
GB54360	NULL
GB54361	GB15878
GB54362	NULL
GB54363	GB16120
GB54364	GB19759
GB54365	GB14820
GB54366	GB14820
GB54367	GB14820
GB54368	GB11923
GB54369	NULL
GB54370	NULL
GB54371	NULL
GB54372	GB18969
GB54373	NULL
GB54374	GB12782
GB54375	NULL
GB54376	GB12782
GB54377	GB18447
GB54378	GB17099
GB54379	GB19588
GB54380	GB13668
GB54381	GB13668
GB54384	GB16445
GB54385	GB18163
GB54386	GB13858
GB54387	NULL
GB54388	GB13718
GB54389	GB10214
GB54390	NULL
GB54391	GB12399
GB54392	NULL
GB54393	GB14384
GB54394	GB10386
GB54395	GB10386
GB54396	GB12176
GB54397	NULL
GB54398	NULL
GB54399	GB16107
GB54400	GB13264
GB54401	GB13264
GB54403	NULL
GB54404	GB19268
GB54406	NULL
GB54409	NULL
GB54410	GB19754
GB54411	NULL
GB54412	NULL
GB54416	NULL
GB54417	GB11351
GB54418	NULL
GB54419	GB14607
GB54420	NULL
GB54421	GB18783
GB54422	GB10425
GB54423	GB13536
GB54424	NULL
GB54425	GB11107
GB54426	GB12552
GB54427	GB13424
GB54428	GB13907
GB54429	NULL
GB54430	GB19303
GB54432	GB14165
GB54433	GB11299
GB54435	GB19741
GB54436	GB17460
GB54439	GB15441
GB54440	NULL
GB54441	NULL
GB54443	NULL
GB54445	NULL
GB54446	GB10973
GB54447	GB15953
GB54448	GB19130
GB54449	GB13265
GB54450	GB12323
GB54451	GB18857
GB54452	NULL
GB54454	NULL
GB54455	NULL
GB54456	GB16035
GB54457	NULL
GB54458	NULL
GB54459	NULL
GB54460	GB13133
GB54461	NULL
GB54462	NULL
GB54463	NULL
GB54464	NULL
GB54465	NULL
GB54466	NULL
GB54467	GB17560
GB54468	GB17001
GB54469	GB13420
GB54470	NULL
GB54471	NULL
GB54472	NULL
GB54473	GB18470
GB54474	GB18470
GB54475	NULL
GB54476	NULL
GB54477	NULL
GB54478	GB10008
GB54480	GB13705
GB54481	NULL
GB54482	NULL
GB54483	NULL
GB54484	NULL
GB54485	GB17015
GB54486	GB18896
GB54487	NULL
GB54488	NULL
GB54489	NULL
GB54491	NULL
GB54493	GB11901
GB54495	NULL
GB54496	GB16363
GB54498	GB14906
GB54499	GB18250
GB54500	NULL
GB54501	NULL
GB54502	GB14466
GB54503	GB13514
GB54504	GB14543
GB54505	GB14543
GB54506	GB19925
GB54507	GB11059
GB54508	GB11814
GB54510	GB16527
GB54511	GB16537
GB54512	GB11084
GB54513	NULL
GB54514	NULL
GB54516	NULL
GB54517	GB12379
GB54518	NULL
GB54519	NULL
GB54520	NULL
GB54521	NULL
GB54522	GB16076
GB54523	NULL
GB54524	NULL
GB54525	GB15876
GB54526	GB13315
GB54527	NULL
GB54528	NULL
GB54529	NULL
GB54530	GB13405
GB54531	NULL
GB54532	GB11783
GB54533	GB11783
GB54534	NULL
GB54535	NULL
GB54537	GB19929
GB54538	GB17958
GB54539	NULL
GB54540	NULL
GB54541	NULL
GB54543	GB20142
GB54544	GB20142
GB54545	NULL
GB54546	NULL
GB54547	GB13514
GB54548	GB16795
GB54549	GB20070
GB54550	NULL
GB54551	GB12387
GB54552	NULL
GB54553	NULL
GB54554	NULL
GB54555	GB14640
GB54556	GB10960
GB54557	GB11343
GB54558	GB11901
GB54559	NULL
GB54564	NULL
GB54565	NULL
GB54567	NULL
GB54568	GB12050
GB54569	NULL
GB54570	GB16137
GB54571	GB13118
GB54572	NULL
GB54573	GB12827
GB54574	GB14268
GB54575	NULL
GB54576	NULL
GB54577	NULL
GB54578	GB12715
GB54579	GB10949
GB54580	GB17705
GB54581	NULL
GB54582	GB19057
GB54583	GB16470
GB54584	NULL
GB54585	GB19705
GB54586	GB18738
GB54587	NULL
GB54588	GB14737
GB54589	GB18529
GB54590	GB11055
GB54592	GB14240
GB54593	GB19497
GB54595	NULL
GB54596	GB11150
GB54598	GB13603
GB54599	GB11713
GB54600	GB18821
GB54601	GB18501
GB54602	GB18758
GB54603	NULL
GB54605	GB10081
GB54606	GB16603
GB54607	GB12439
GB54608	GB17705
GB54609	GB12592
GB54610	GB16068
GB54611	GB19582
GB54612	NULL
GB54621	NULL
GB54622	GB18503
GB54623	GB11831
GB54625	NULL
GB54627	GB10844
GB54631	NULL
GB54632	NULL
GB54633	NULL
GB54634	GB11756
GB54639	GB14359
GB54643	GB19469
GB54644	NULL
GB54645	NULL
GB54646	GB11721
GB54647	GB11721
GB54649	GB16910
GB54650	GB19572
GB54651	GB10804
GB54652	NULL
GB54653	GB15338
GB54654	NULL
GB54655	GB13786
GB54656	GB13067
GB54657	GB16633
GB54658	NULL
GB54659	GB14552
GB54660	GB19840
GB54661	GB13237
GB54662	NULL
GB54663	GB14962
GB54664	GB14962
GB54665	NULL
GB54666	GB10071
GB54667	NULL
GB54668	GB18322
GB54669	NULL
GB54671	NULL
GB54672	GB20097
GB54673	GB16746
GB54674	GB12023
GB54675	GB12023
GB54676	NULL
GB54677	GB13535
GB54678	GB17211
GB54679	GB12814
GB54680	GB12814
GB54681	GB14039
GB54683	GB18858
GB54684	GB16540
GB54685	NULL
GB54686	NULL
GB54687	GB14012
GB54688	NULL
GB54689	GB12372
GB54690	GB17821
GB54691	GB14476
GB54692	GB12364
GB54693	GB12364
GB54696	NULL
GB54697	NULL
GB54698	GB18794
GB54699	NULL
GB54700	GB16632
GB54701	NULL
GB54702	GB15472
GB54704	NULL
GB54713	GB12141
GB54714	GB13161
GB54715	GB10915
GB54716	GB12249
GB54717	GB10141
GB54718	GB12986
GB54719	GB17495
GB54720	NULL
GB54721	NULL
GB54722	NULL
GB54723	GB12052
GB54724	GB16836
GB54725	NULL
GB54726	NULL
GB54727	NULL
GB54728	NULL
GB54729	GB18243
GB54730	GB12201
GB54731	GB12201
GB54732	GB18017
GB54733	GB16083
GB54734	GB12022
GB54735	NULL
GB54737	NULL
GB54738	NULL
GB54741	GB10307
GB54742	GB10754
GB54743	GB12311
GB54744	NULL
GB54745	NULL
GB54746	NULL
GB54747	GB18440
GB54748	GB11106
GB54749	NULL
GB54750	NULL
GB54751	NULL
GB54752	NULL
GB54753	GB15039
GB54754	NULL
GB54755	NULL
GB54756	GB12932
GB54758	GB11781
GB54760	GB10503
GB54761	GB10503
GB54762	GB14077
GB54763	GB11098
GB54764	NULL
GB54765	GB14343
GB54766	NULL
GB54767	GB19474
GB54768	NULL
GB54770	NULL
GB54771	NULL
GB54772	NULL
GB54773	GB14841
GB54774	GB12463
GB54775	GB13019
GB54776	GB13619
GB54777	GB16437
GB54778	GB16437
GB54779	GB17321
GB54780	GB16319
GB54781	GB18243
GB54782	NULL
GB54783	GB10219
GB54784	GB17427
GB54785	NULL
GB54786	NULL
GB54787	NULL
GB54788	NULL
GB54789	GB10491
GB54790	NULL
GB54791	NULL
GB54792	NULL
GB54794	NULL
GB54795	NULL
GB54796	GB12157
GB54797	NULL
GB54798	GB11778
GB54802	GB11932
GB54803	NULL
GB54804	NULL
GB54805	GB18797
GB54806	GB17752
GB54807	GB17844
GB54808	GB17844
GB54809	GB15832
GB54810	NULL
GB54811	GB12092
GB54812	GB18978
GB54813	NULL
GB54814	GB18564
GB54815	NULL
GB54816	GB10473
GB54817	GB10717
GB54818	GB19606
GB54819	NULL
GB54821	NULL
GB54827	GB20036
GB54828	GB16545
GB54829	GB16545
GB54830	GB15802
GB54831	GB17993
GB54832	GB17993
GB54833	GB11435
GB54834	GB11435
GB54835	GB11435
GB54836	NULL
GB54837	GB19214
GB54838	GB12167
GB54839	NULL
GB54840	NULL
GB54841	GB16486
GB54842	GB17602
GB54843	GB17550
GB54844	GB19163
GB54845	GB10539
GB54846	GB12640
GB54847	GB17459
GB54848	GB12640
GB54849	GB10128
GB54850	GB10128
GB54851	GB10128
GB54852	GB13582
GB54853	GB13582
GB54854	GB13231
GB54855	GB19746
GB54856	GB13507
GB54857	NULL
GB54858	NULL
GB54859	NULL
GB54860	NULL
GB54861	GB18912
GB54862	GB18912
GB54863	GB18912
GB54864	NULL
GB54865	GB19036
GB54866	NULL
GB54867	GB19507
GB54868	GB13246
GB54869	NULL
GB54870	GB20123
GB54876	NULL
GB54877	NULL
GB54878	NULL
GB54879	NULL
GB54881	NULL
GB54882	NULL
GB54883	NULL
GB54884	NULL
GB54885	GB11331
GB54886	GB17913
GB54888	GB13930
GB54889	GB12185
GB54890	GB13903
GB54891	NULL
GB54892	NULL
GB54893	NULL
GB54894	NULL
GB54895	NULL
GB54896	NULL
GB54900	GB12399
GB54903	GB11367
GB54904	GB11367
GB54905	GB14347
GB54906	GB10481
GB54907	GB16227
GB54908	NULL
GB54909	GB13871
GB54910	GB11301
GB54912	GB12139
GB54914	NULL
GB54916	GB10608
GB54917	GB15047
GB54918	GB19372
GB54919	NULL
GB54920	GB18877
GB54921	GB17622
GB54922	NULL
GB54923	NULL
GB54924	NULL
GB54925	NULL
GB54926	NULL
GB54927	GB14072
GB54928	GB18423
GB54929	GB13777
GB54930	NULL
GB54931	NULL
GB54932	GB17533
GB54933	GB20094
GB54934	GB20094
GB54935	GB14608
GB54936	NULL
GB54937	GB17866
GB54938	GB13810
GB54939	GB11315
GB54940	GB11560
GB54941	NULL
GB54942	NULL
GB54943	NULL
GB54944	NULL
GB54945	NULL
GB54946	GB10565
GB54947	GB10565
GB54948	NULL
GB54949	GB10565
GB54950	GB16768
GB54951	GB17494
GB54952	GB11284
GB54953	GB14206
GB54954	NULL
GB54955	NULL
GB54956	GB12186
GB54957	GB13555
GB54958	GB16146
GB54959	GB13286
GB54960	NULL
GB54961	GB13928
GB54962	NULL
GB54963	NULL
GB54964	GB17883
GB54965	NULL
GB54966	GB17173
GB54967	GB10475
GB54968	GB14984
GB54969	NULL
GB54970	GB13325
GB54971	GB12345
GB54972	GB19591
GB54973	GB15757
GB54974	GB14236
GB54975	NULL
GB54976	GB18847
GB54977	GB14900
GB54978	GB16729
GB54979	GB16182
GB54980	NULL
GB54981	GB14933
GB54982	NULL
GB54983	GB19313
GB54984	GB19313
GB54985	GB14084
GB54986	GB11427
GB54987	GB10066
GB54988	GB16560
GB54989	GB19997
GB54990	GB18173
GB54992	NULL
GB54993	NULL
GB54994	NULL
GB54995	NULL
GB54996	GB13537
GB54997	GB19222
GB54998	GB16601
GB54999	GB14513
GB55000	GB18148
GB55001	GB17471
GB55002	NULL
GB55003	GB16217
GB55004	GB10196
GB55005	NULL
GB55006	NULL
GB55007	GB14044
GB55008	GB19548
GB55009	GB16641
GB55010	GB17327
GB55011	GB18221
GB55012	GB13495
GB55013	GB14514
GB55014	GB19296
GB55015	GB16663
GB55016	GB16507
GB55017	GB16691
GB55018	NULL
GB55019	NULL
GB55020	GB16227
GB55021	NULL
GB55022	GB12354
GB55023	NULL
GB55024	NULL
GB55025	NULL
GB55026	NULL
GB55027	NULL
GB55028	NULL
GB55029	NULL
GB55030	GB19297
GB55031	NULL
GB55032	GB14533
GB55033	GB14533
GB55034	NULL
GB55035	NULL
GB55036	GB18426
GB55037	NULL
GB55038	GB13394
GB55039	GB19363
GB55040	GB19144
GB55041	NULL
GB55042	NULL
GB55043	NULL
GB55046	GB16136
GB55050	NULL
GB55051	NULL
GB55052	NULL
GB55053	GB18870
GB55054	GB15322
GB55056	GB15023
GB55057	GB19765
GB55058	GB19765
GB55059	GB19765
GB55060	GB18128
GB55061	NULL
GB55062	GB14551
GB55063	GB18305
GB55064	NULL
GB55065	GB14574
GB55066	GB14574
GB55067	NULL
GB55068	NULL
GB55070	NULL
GB55071	GB13334
GB55072	NULL
GB55073	GB19218
GB55074	GB19218
GB55075	GB19218
GB55076	GB13674
GB55077	GB11133
GB55078	GB16492
GB55079	GB13784
GB55080	GB13784
GB55081	GB15161
GB55082	GB11847
GB55084	NULL
GB55085	NULL
GB55086	NULL
GB55088	GB10111
GB55089	NULL
GB55090	GB14584
GB55091	GB10265
GB55092	GB15538
GB55093	NULL
GB55094	GB14273
GB55095	NULL
GB55096	GB16951
GB55097	GB19218
GB55098	NULL
GB55099	NULL
GB55100	NULL
GB55101	GB12388
GB55102	GB14182
GB55103	GB17756
GB55104	NULL
GB55105	GB17853
GB55106	GB15870
GB55107	GB18840
GB55108	GB11724
GB55109	GB18238
GB55110	GB18238
GB55111	NULL
GB55112	GB16512
GB55113	NULL
GB55114	GB15820
GB55116	GB15820
GB55117	NULL
GB55118	NULL
GB55119	NULL
GB55123	GB16727
GB55127	NULL
GB55128	NULL
GB55132	NULL
GB55133	NULL
GB55134	NULL
GB55136	NULL
GB55137	NULL
GB55138	NULL
GB55139	GB17251
GB55140	GB18491
GB55141	NULL
GB55142	GB20064
GB55143	GB14230
GB55144	GB14230
GB55145	GB12188
GB55146	GB12188
GB55147	GB17014
GB55148	GB10189
GB55149	NULL
GB55150	NULL
GB55151	GB13321
GB55152	NULL
GB55153	NULL
GB55154	NULL
GB55155	GB19711
GB55156	NULL
GB55157	NULL
GB55158	GB15657
GB55159	GB16241
GB55160	GB16241
GB55161	GB12172
GB55162	GB10181
GB55163	GB13372
GB55164	NULL
GB55165	GB15520
GB55166	NULL
GB55168	NULL
GB55169	NULL
GB55170	GB11787
GB55171	GB10842
GB55172	NULL
GB55174	NULL
GB55175	NULL
GB55177	NULL
GB55178	NULL
GB55179	NULL
GB55180	NULL
GB55181	NULL
GB55183	GB13379
GB55184	GB13379
GB55185	GB10305
GB55186	GB13460
GB55187	GB17425
GB55188	GB13573
GB55189	GB13573
GB55190	GB13573
GB55191	NULL
GB55192	GB10540
GB55193	GB19671
GB55194	NULL
GB55195	GB18111
GB55196	GB18111
GB55197	NULL
GB55198	GB11441
GB55199	NULL
GB55200	NULL
GB55201	GB18218
GB55202	GB17225
GB55203	GB18089
GB55204	GB16459
GB55205	GB14888
GB55206	GB11768
GB55207	GB13789
GB55208	GB10622
GB55209	GB10622
GB55210	GB16246
GB55211	NULL
GB55212	GB16246
GB55213	GB11022
GB55214	NULL
GB55215	GB16324
GB55216	GB18654
GB55217	GB15564
GB55218	NULL
GB55219	GB15784
GB55220	GB18760
GB55222	GB15839
GB55223	GB16892
GB55224	GB13066
GB55225	GB11792
GB55226	NULL
GB55227	GB12749
GB55228	GB12749
GB55229	GB12749
GB55230	NULL
GB55231	NULL
GB55232	GB13680
GB55233	GB16505
GB55235	NULL
GB55236	NULL
GB55237	GB12146
GB55238	NULL
GB55239	GB11471
GB55240	GB12115
GB55241	NULL
GB55242	GB15452
GB55243	GB13441
GB55244	NULL
GB55245	NULL
GB55246	NULL
GB55247	NULL
GB55248	NULL
GB55250	GB15137
GB55251	NULL
GB55253	NULL
GB55255	NULL
GB55257	GB11027
GB55259	GB10349
GB55260	NULL
GB55261	NULL
GB55262	GB19709
GB55263	NULL
GB55264	GB18415
GB55265	NULL
GB55266	NULL
GB55268	NULL
GB55269	GB11832
GB55270	GB12036
GB55272	GB12036
GB55273	GB12036
GB55274	NULL
GB55275	GB13387
GB55276	GB16100
GB55277	NULL
GB55278	GB13911
GB55279	GB12279
GB55280	NULL
GB55281	NULL
GB55282	GB13725
GB55283	GB18949
GB55284	NULL
GB55285	GB11049
GB55286	GB10752
GB55287	GB10070
GB55288	GB11117
GB55290	GB15281
GB55291	NULL
GB55292	GB15281
GB55293	GB15281
GB55294	GB15281
GB55295	GB12593
GB55296	GB11230
GB55297	GB16886
GB55298	NULL
GB55299	GB13018
GB55300	NULL
GB55301	GB13688
GB55302	GB13688
GB55303	GB15541
GB55304	NULL
GB55305	NULL
GB55306	GB13572
GB55307	GB13046
GB55311	NULL
GB55312	NULL
GB55313	NULL
GB55315	NULL
GB55316	NULL
GB55317	GB19383
GB55318	GB18087
GB55319	NULL
GB55320	NULL
GB55321	NULL
GB55322	GB15566
GB55323	GB13779
GB55324	GB13779
GB55325	GB17608
GB55326	GB17608
GB55327	NULL
GB55328	GB17608
GB55329	NULL
GB55330	GB14379
GB55331	NULL
GB55332	NULL
GB55333	GB11992
GB55334	NULL
GB55335	GB18990
GB55336	NULL
GB55337	GB18958
GB55338	NULL
GB55342	NULL
GB55348	GB12151
GB55349	GB14830
GB55350	GB14830
GB55351	GB18568
GB55352	GB19015
GB55353	GB16213
GB55354	GB19790
GB55355	GB16134
GB55356	GB12924
GB55357	NULL
GB55359	GB16194
GB55360	GB14802
GB55361	NULL
GB55362	GB16234
GB55363	GB16234
GB55364	GB16234
GB55365	NULL
GB55366	GB13660
GB55367	GB10828
GB55368	GB18917
GB55369	GB11702
GB55370	GB10051
GB55371	GB14411
GB55372	GB13070
GB55373	GB17319
GB55374	GB12963
GB55375	GB17394
GB55376	NULL
GB55378	GB13224
GB55379	NULL
GB55380	GB18409
GB55381	GB17708
GB55382	GB15263
GB55383	GB15263
GB55384	NULL
GB55386	NULL
GB55387	GB12566
GB55388	GB13184
GB55389	GB11054
GB55390	GB19412
GB55391	GB19710
GB55392	GB19710
GB55393	GB20037
GB55394	GB20037
GB55395	GB14751
GB55396	GB15288
GB55397	GB13035
GB55398	NULL
GB55399	GB14534
GB55400	GB14534
GB55401	GB12431
GB55402	NULL
GB55403	GB12431
GB55404	NULL
GB55405	GB15698
GB55406	NULL
GB55407	NULL
GB55408	GB12643
GB55409	NULL
GB55411	GB12884
GB55413	GB15962
GB55414	NULL
GB55415	NULL
GB55416	GB15667
GB55417	NULL
GB55419	NULL
GB55420	GB19808
GB55421	GB13463
GB55422	GB18983
GB55423	GB16528
GB55424	NULL
GB55425	NULL
GB55426	GB14731
GB55427	NULL
GB55428	NULL
GB55429	NULL
GB55431	GB18664
GB55432	GB18192
GB55433	NULL
GB55434	GB13730
GB55435	NULL
GB55436	NULL
GB55437	GB19385
GB55438	GB19385
GB55439	GB12652
GB55440	GB10590
GB55441	GB11072
GB55442	NULL
GB55443	GB10283
GB55444	NULL
GB55445	GB12301
GB55446	NULL
GB55447	GB18005
GB55448	GB18005
GB55449	GB12292
GB55450	GB12292
